id	crohnall.yes	crohnall.no	commensal.yes	commensal.no	pvalues	pvalues.adj	pvalues.adj.bh
OG0011268:___Cation_efflux_system_protein_CusF_precursor	1	26	0	24	1	1	1
OG0009263:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005369:___Prophage_CP4-57_integrase	6	21	3	21	0.472841051314143	1	1
OG0003772:___Rhomboid_protease_AarA	23	4	17	7	0.309542283984954	1	1
OG0010283:___hypothetical_protein	1	26	0	24	1	1	1
OG0001068:___Regulator_of_nucleoside_diphosphate_kinase	27	0	24	0	1	1	1
OG0004466:___hypothetical_protein	6	21	13	11	0.0234420960552675	1	1
OG0009136:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007632:___hypothetical_protein	1	26	1	23	1	1	1
OG0007062:___Ribose_import_ATP-binding_protein_RbsA	0	27	3	21	0.0971908763505402	1	1
OG0010057:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010762:___hypothetical_protein	1	26	0	24	1	1	1
OG0010212:___bifunctional_phosphoribosyl-AMP_cyclohydrolase/phosphoribosyl-ATP_pyrophosphatase_protein	1	26	0	24	1	1	1
OG0007394:___Putative_L-lactate_dehydrogenase_operon_regulatory_protein	3	24	0	24	0.237647058823529	1	1
OG0009445:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000768:___Lipoprotein_signal_peptidase	27	0	24	0	1	1	1
OG0008680:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001461:___Thiosulfate_sulfurtransferase_PspE_precursor	27	0	24	0	1	1	1
OG0011786:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004914:___Phage_virion_morphogenesis_family_protein	5	22	8	16	0.335788254308011	1	1
OG0001788:___Periplasmic_beta-glucosidase_precursor	27	0	24	0	1	1	1
OG0001304:___Inner_membrane_protein_YcdZ	27	0	24	0	1	1	1
OG0005003:___34_kDa_membrane_antigen_precursor	9	18	4	20	0.211119895273493	1	1
OG0004581:___hypothetical_protein	9	18	9	15	0.777618602803293	1	1
OG0006124:___hypothetical_protein	3	24	2	22	1	1	1
OG0001667:___PTS_system_mannose-specific_EIIAB_component	27	0	24	0	1	1	1
OG0001113:___Sensor_protein_KdpD	27	0	24	0	1	1	1
OG0008887:___putative_adenine_permease_PurP	0	27	1	23	0.470588235294118	1	1
OG0006341:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0002222:___putative_membrane_protein_YdfK	27	0	24	0	1	1	1
OG0007055:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0005065:___Flagellar_biosynthetic_protein_FliQ	7	20	5	19	0.749033630178879	1	1
OG0001424:___Oligopeptide_transport_ATP-binding_protein_OppD	27	0	24	0	1	1	1
OG0005343:___hypothetical_protein	7	20	3	21	0.300429523615483	1	1
OG0001484:___hypothetical_protein	27	0	24	0	1	1	1
OG0006100:___Mu-like_prophage_major_head_subunit_gpT	0	27	4	20	0.0425210084033614	1	1
OG0008193:___Peptidase_T	2	25	0	24	0.491764705882353	1	1
OG0000026:___Respiratory_nitrate_reductase_1_gamma_chain	27	0	24	0	1	1	1
OG0008577:___Antitoxin_RnlB	0	27	1	23	0.470588235294118	1	1
OG0000311:___Tellurite_resistance_protein_TehA	27	0	24	0	1	1	1
OG0005940:___ATP-dependent_Clp_protease_proteolytic_subunit_1	4	23	1	23	0.35390156062425	1	1
OG0009381:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0002925:___Multidrug_resistance_protein_MdtO	27	0	24	0	1	1	1
OG0010483:___hypothetical_protein	1	26	0	24	1	1	1
OG0002773:___IMPACT_family_member_YigZ	27	0	24	0	1	1	1
OG0001243:___hypothetical_protein	27	0	24	0	1	1	1
OG0002502:___Transcriptional_regulatory_protein_OmpR	27	0	24	0	1	1	1
OG0005962:___hypothetical_protein	5	22	1	23	0.195215958723915	1	1
OG0005329:___4-hydroxy-tetrahydrodipicolinate_synthase	5	22	5	19	1	1	1
OG0011508:___phage_head_morphogenesis_protein,_SPP1_gp7_family	1	26	0	24	1	1	1
OG0000605:___p-hydroxybenzoic_acid_efflux_pump_subunit_AaeB	27	0	24	0	1	1	1
OG0009024:___Quinoprotein_glucose_dehydrogenase	0	27	1	23	0.470588235294118	1	1
OG0005792:___Aspartate_chemoreceptor_protein	3	24	3	21	1	1	1
OG0004814:___phage_tail_tape_measure_protein,_TP901_family,_core_region	8	19	6	18	0.762242386485254	1	1
OG0007538:___aldehyde_oxidoreductase_2Fe-2S_subunit	1	26	1	23	1	1	1
OG0003967:___hypothetical_protein	16	11	13	11	0.781555625475505	1	1
OG0008097:___Periplasmic_oligopeptide-binding_protein_precursor	1	26	1	23	1	1	1
OG0010187:___hypothetical_protein	1	26	0	24	1	1	1
OG0007268:___hypothetical_protein	2	25	1	23	1	1	1
OG0011857:___Phosphotransferase_enzyme_family_protein	0	27	1	23	0.470588235294118	1	1
OG0005644:___hypothetical_protein	4	23	3	21	1	1	1
OG0009366:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001732:___Flagellar_hook-associated_protein_2	26	1	24	0	1	1	1
OG0001462:___hypothetical_protein	27	0	24	0	1	1	1
OG0005119:___3-oxoacyl-[acyl-carrier-protein]_synthase_3	8	19	4	20	0.335273627438932	1	1
OG0010586:___hypothetical_protein	1	26	0	24	1	1	1
OG0001633:___Carboxymuconolactone_decarboxylase_family_protein	27	0	24	0	1	1	1
OG0001937:___Fructose-like_phosphotransferase_enzyme_IIB_component_1	27	0	24	0	1	1	1
OG0005893:___Maltose_transport_system_permease_protein_MalG	2	25	4	20	0.402314117136216	1	1
OG0004907:___Lipoprotein-releasing_system_ATP-binding_protein_LolD	10	17	4	20	0.126921221415758	1	1
OG0002684:___Ribonuclease_P_protein_component	27	0	24	0	1	1	1
OG0009793:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001486:___hypothetical_protein	27	0	24	0	1	1	1
OG0007406:___Gcv_operon_activator	3	24	0	24	0.237647058823529	1	1
OG0004632:___hypothetical_protein	5	22	12	12	0.0356904727501269	1	1
OG0003667:___O-antigen_ligase	25	2	17	7	0.0659420621291565	1	1
OG0003903:___General_stress_protein_69	22	5	11	13	0.0100002614044202	1	1
OG0011699:___Formyltetrahydrofolate_deformylase	1	26	0	24	1	1	1
OG0002659:___hypothetical_protein	27	0	24	0	1	1	1
OG0009120:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005225:___Relaxase/mobilization_nuclease_domain_protein	3	24	7	17	0.159764846067076	1	1
OG0001431:___hypothetical_protein	27	0	24	0	1	1	1
OG0008980:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0002572:___Acid_stress_chaperone_HdeA_precursor	27	0	24	0	1	1	1
OG0003883:___hypothetical_protein	20	7	14	10	0.253644997074527	1	1
OG0000342:___Transcriptional_regulatory_protein_QseF	27	0	24	0	1	1	1
OG0002262:___SH3_domain-containing_protein	27	0	24	0	1	1	1
OG0003454:___Alpha-D-kanosaminyltransferase	26	1	22	2	0.595486194477791	1	1
OG0005010:___hypothetical_protein	4	23	5	19	0.718031260005239	1	1
OG0007913:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0002366:___Lipopolysaccharide_export_system_protein_LptA_precursor	27	0	24	0	1	1	1
OG0007490:___hypothetical_protein	1	26	1	23	1	1	1
OG0011040:___hypothetical_protein	1	26	0	24	1	1	1
OG0011045:___hypothetical_protein	1	26	0	24	1	1	1
OG0001982:___Outer_membrane_protein_assembly_factor_BamC_precursor	27	0	24	0	1	1	1
OG0007458:___putative_diguanylate_cyclase_YegE	0	27	2	22	0.216470588235294	1	1
OG0011132:___hypothetical_protein	1	26	0	24	1	1	1
OG0011649:___hypothetical_protein	1	26	0	24	1	1	1
OG0010900:___Heat_shock_protein_C	1	26	0	24	1	1	1
OG0000591:___Multiple_antibiotic_resistance_protein_MarR	27	0	24	0	1	1	1
OG0000187:___putative_glycosyltransferase_EpsJ	23	4	19	5	0.718031260005239	1	1
OG0005521:___hypothetical_protein	4	23	3	21	1	1	1
OG0011794:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001753:___Imidazole_glycerol_phosphate_synthase_subunit_HisH	27	0	24	0	1	1	1
OG0008186:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0002140:___Cysteine_desulfurase_CsdA	27	0	24	0	1	1	1
OG0008019:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0005435:___Gp37_protein	5	22	4	20	1	1	1
OG0007749:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0006403:___Ribonuclease_G	3	24	1	23	0.61234093637455	1	1
OG0009722:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010825:___hypothetical_protein	1	26	0	24	1	1	1
OG0007639:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0002940:___Alpha-galactosidase	27	0	24	0	1	1	1
OG0003130:___Peroxyureidoacrylate/ureidoacrylate_amidohydrolase_RutB	26	1	24	0	1	1	1
OG0001593:___putative_FAD-linked_oxidoreductase	27	0	24	0	1	1	1
OG0008323:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0004120:___Metallo-beta-lactamase_superfamily_protein	18	9	10	14	0.0951998621803338	1	1
OG0007652:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0004674:___hypothetical_protein	14	13	3	21	0.00351586615329511	1	1
OG0007346:___Respiratory_nitrate_reductase_2_beta_chain	3	24	0	24	0.237647058823529	1	1
OG0008333:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0008579:___Arsenical_pump_membrane_protein	0	27	1	23	0.470588235294118	1	1
OG0006075:___hypothetical_protein	3	24	2	22	1	1	1
OG0002412:___hypothetical_protein	27	0	24	0	1	1	1
OG0001887:___Acetate_kinase	27	0	23	1	0.470588235294118	1	1
OG0002499:___hypothetical_protein	27	0	24	0	1	1	1
OG0000439:___nicotinamidase/pyrazinamidase	27	0	24	0	1	1	1
OG0005252:___hypothetical_protein	3	24	7	17	0.159764846067076	1	1
OG0004471:___Gnt-II_system_L-idonate_transporter	8	19	12	12	0.161420561083853	1	1
OG0001681:___Inner_membrane_protein_YebS	27	0	24	0	1	1	1
OG0009183:___Putative_permease_YjcD	0	27	1	23	0.470588235294118	1	1
OG0005701:___Chaperone_protein_DnaK	3	24	4	20	0.693187913463258	1	1
OG0003058:___hypothetical_protein	27	0	24	0	1	1	1
OG0008956:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0009321:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0009253:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0006210:___Alkaline_phosphatase_synthesis_transcriptional_regulatory_protein_PhoP	2	25	3	21	0.656330617353324	1	1
OG0003739:___3-oxoacyl-[acyl-carrier-protein]_reductase_FabG	23	4	18	6	0.485295157152421	1	1
OG0003925:___Arabinose_5-phosphate_isomerase_KpsF	22	5	11	13	0.0100002614044202	1	1
OG0005289:___HflC_protein	3	24	7	17	0.159764846067076	1	1
OG0007284:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0011872:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010736:___hypothetical_protein	1	26	0	24	1	1	1
OG0003212:___Fructose-bisphosphate_aldolase_class_1	27	0	23	1	0.470588235294118	1	1
OG0007599:___hypothetical_protein	1	26	1	23	1	1	1
OG0005228:___hypothetical_protein	5	22	6	18	0.735824873872504	1	1
OG0005820:___hypothetical_protein	3	24	3	21	1	1	1
OG0010414:___Restriction_endonuclease_NotI	1	26	0	24	1	1	1
OG0007619:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0009689:___DNA-binding_protein_StpA	0	27	1	23	0.470588235294118	1	1
OG0003402:___Hydroxypyruvate_isomerase	26	1	23	1	1	1	1
OG0006648:___hypothetical_protein	2	25	2	22	1	1	1
OG0005936:___hypothetical_protein	3	24	3	21	1	1	1
OG0000959:___Transcriptional_repressor_NrdR	27	0	24	0	1	1	1
OG0008317:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0004737:___hypothetical_protein	9	18	6	18	0.554204474659851	1	1
OG0001542:___NAD(P)_transhydrogenase_subunit_beta	27	0	24	0	1	1	1
OG0004657:___hypothetical_protein	5	22	8	16	0.335788254308011	1	1
OG0001445:___Inner_membrane_protein_YciS	27	0	24	0	1	1	1
OG0011409:___hypothetical_protein	1	26	0	24	1	1	1
OG0004698:___3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA_thiolase	5	22	11	13	0.0680578755909732	1	1
OG0004573:___hypothetical_protein	10	17	6	18	0.384483855903391	1	1
OG0000766:___30S_ribosomal_protein_S20	27	0	24	0	1	1	1
OG0009804:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003412:___HTH-type_transcriptional_repressor_YcgE	25	2	24	0	0.491764705882353	1	1
OG0011557:___Erythronate-4-phosphate_dehydrogenase	1	26	0	24	1	1	1
OG0009443:___Alanine_racemase,_catabolic	0	27	1	23	0.470588235294118	1	1
OG0006319:___Ribonuclease_HI	5	22	0	24	0.0524609843937575	1	1
OG0001569:___hypothetical_protein	27	0	24	0	1	1	1
OG0008569:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0005690:___Adenosine_monophosphate-protein_transferase_SoFic	3	24	4	20	0.693187913463258	1	1
OG0010695:___hypothetical_protein	1	26	0	24	1	1	1
OG0000923:___hypothetical_protein	27	0	24	0	1	1	1
OG0005948:___hypothetical_protein	5	22	0	24	0.0524609843937575	1	1
OG0007352:___hypothetical_protein	3	24	0	24	0.237647058823529	1	1
OG0008177:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0005730:___hypothetical_protein	3	24	4	20	0.693187913463258	1	1
OG0008256:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0007821:___Apolipoprotein_A1/A4/E_domain_protein	1	26	1	23	1	1	1
OG0006851:___Flagellar_basal-body_rod_protein_FlgC	0	27	3	21	0.0971908763505402	1	1
OG0005145:___Type-1_fimbrial_protein,_A_chain_precursor	7	20	4	20	0.507673628580576	1	1
OG0001858:___putative_4-amino-4-deoxy-L-arabinose-phosphoundecaprenol_flippase_subunit_ArnE	27	0	24	0	1	1	1
OG0005954:___hypothetical_protein	5	22	1	23	0.195215958723915	1	1
OG0004723:___hypothetical_protein	7	20	9	15	0.546320870107623	1	1
OG0001671:___putative_manganese_efflux_pump_MntP	27	0	24	0	1	1	1
OG0004380:___hypothetical_protein	8	19	13	11	0.0937463860267731	1	1
OG0010474:___hypothetical_protein	1	26	0	24	1	1	1
OG0009357:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0009010:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008414:___Dihydroxy-acid_dehydratase	2	25	0	24	0.491764705882353	1	1
OG0011725:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0002211:___hypothetical_protein	27	0	24	0	1	1	1
OG0005414:___4-hydroxy-tetrahydrodipicolinate_synthase	6	21	3	21	0.472841051314143	1	1
OG0008369:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0000602:___Beta-glucuronidase	27	0	24	0	1	1	1
OG0003276:___Glucarate_dehydratase-related_protein	26	1	24	0	1	1	1
OG0000732:___Catalase-peroxidase	27	0	24	0	1	1	1
OG0003181:___Cell_division_activator_CedA	27	0	23	1	0.470588235294118	1	1
OG0004515:___Integrase_core_domain_protein	6	21	8	16	0.531089151123695	1	1
OG0002284:___Ribosomal_RNA_large_subunit_methyltransferase_G	27	0	24	0	1	1	1
OG0004530:___Ribokinase	10	17	9	15	1	1	1
OG0011447:___hypothetical_protein	1	26	0	24	1	1	1
OG0001752:___Histidine_biosynthesis_bifunctional_protein_HisB	27	0	24	0	1	1	1
OG0010811:___hypothetical_protein	1	26	0	24	1	1	1
OG0009992:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0003035:___phosphoglycerol_transferase_I	27	0	24	0	1	1	1
OG0006200:___F17d-G_fimbrial_adhesin_precursor	2	25	3	21	0.656330617353324	1	1
OG0005039:___Spore_coat_protein_SA	2	25	7	17	0.0659420621291565	1	1
OG0010816:___hypothetical_protein	1	26	0	24	1	1	1
OG0005500:___putative_multidrug-efflux_transporter/MT1297	4	23	4	20	1	1	1
OG0010603:___Primosomal_protein_1	1	26	0	24	1	1	1
OG0011589:___Molybdate-binding_periplasmic_protein_precursor	1	26	0	24	1	1	1
OG0006678:___hypothetical_protein	3	24	1	23	0.61234093637455	1	1
OG0002990:___Primosomal_replication_protein_n	27	0	24	0	1	1	1
OG0002970:___N-acetylmuramoyl-L-alanine_amidase_AmiB_precursor	27	0	24	0	1	1	1
OG0010274:___hypothetical_protein	1	26	0	24	1	1	1
OG0009708:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0000385:___Protease_7_precursor	23	4	18	6	0.485295157152421	1	1
OG0006896:___hypothetical_protein	2	25	1	23	1	1	1
OG0006902:___dTDP-glucose_4,6-dehydratase_2	0	27	3	21	0.0971908763505402	1	1
OG0010112:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008889:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0010813:___Retron-type_reverse_transcriptase	1	26	0	24	1	1	1
OG0000058:___Phage_tail_fiber_repeat_protein	18	9	22	2	0.0424863661446766	1	1
OG0011709:___hypothetical_protein	1	26	0	24	1	1	1
OG0007561:___hypothetical_protein	1	26	1	23	1	1	1
OG0001166:___Inner_membrane_transport_permease_YbhR	27	0	24	0	1	1	1
OG0003821:___PTS_system_beta-glucoside-specific_EIIBCA_component	18	9	16	8	1	1	1
OG0001988:___Arsenate_reductase	27	0	24	0	1	1	1
OG0007472:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0003098:___Nuclease_SbcCD_subunit_C	27	0	23	1	0.470588235294118	1	1
OG0010195:___putative_inner_membrane_protein	1	26	0	24	1	1	1
OG0005114:___hypothetical_protein	6	21	5	19	1	1	1
OG0011352:___hypothetical_protein	1	26	0	24	1	1	1
OG0002706:___ATP_synthase_protein_I	27	0	24	0	1	1	1
OG0004008:___Type-F_conjugative_transfer_system_pilin_chaperone_(TraQ)	15	12	13	11	1	1	1
OG0006759:___hypothetical_protein	1	26	2	22	0.595486194477791	1	1
OG0006069:___lipoprotein_chaperone	0	27	5	19	0.0180940461290899	1	1
OG0000698:___4-alpha-glucanotransferase	27	0	24	0	1	1	1
OG0000538:___ATP-dependent_Clp_protease_ATP-binding_subunit_ClpX	27	0	24	0	1	1	1
OG0003423:___Electron_transfer_flavoprotein_subunit_beta	27	0	22	2	0.216470588235294	1	1
OG0010479:___hypothetical_protein	1	26	0	24	1	1	1
OG0009479:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0002527:___hypothetical_protein	27	0	24	0	1	1	1
OG0004089:___Isocitrate_dehydrogenase_[NADP]	15	12	12	12	0.781924352415865	1	1
OG0009225:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0004916:___integrase	7	20	5	19	0.749033630178879	1	1
OG0004252:___hypothetical_protein	17	10	8	16	0.0504721826095644	1	1
OG0010976:___hypothetical_protein	1	26	0	24	1	1	1
OG0004537:___Chaperone_protein_PapD_precursor	8	19	7	17	1	1	1
OG0009606:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0008277:___Selenocysteine-specific_elongation_factor	2	25	0	24	0.491764705882353	1	1
OG0008517:___Rod_shape-determining_protein_MreB	2	25	0	24	0.491764705882353	1	1
OG0002566:___Glutathione_reductase	27	0	24	0	1	1	1
OG0002616:___putative_GST-like_protein_YibF	27	0	24	0	1	1	1
OG0007850:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0002517:___Glycogen_debranching_enzyme	27	0	24	0	1	1	1
OG0000159:___Carbamoyl-phosphate_synthase_large_chain	27	0	24	0	1	1	1
OG0003952:___3-(3-hydroxy-phenyl)propionate/3-hydroxycinnamic_acid_hydroxylase	13	14	17	7	0.154400418443077	1	1
OG0005890:___hypothetical_protein	1	26	4	20	0.174595795765115	1	1
OG0007923:___putative_protease_YhbU_precursor	1	26	1	23	1	1	1
OG0011421:___hypothetical_protein	1	26	0	24	1	1	1
OG0004275:___hypothetical_protein	4	23	11	13	0.0294376790195089	1	1
OG0005272:___hypothetical_protein	4	23	6	18	0.485295157152421	1	1
OG0010925:___hypothetical_protein	1	26	0	24	1	1	1
OG0003332:___Electron_transport_protein_HydN	26	1	24	0	1	1	1
OG0006813:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0008260:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0005772:___virion_protein	5	22	0	24	0.0524609843937575	1	1
OG0011171:___hypothetical_protein	1	26	0	24	1	1	1
OG0000423:___hypothetical_protein	27	0	24	0	1	1	1
OG0011870:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007467:___Nucleoside_triphosphate_pyrophosphohydrolase	0	27	2	22	0.216470588235294	1	1
OG0011670:___hypothetical_protein	1	26	0	24	1	1	1
OG0002294:___Inner_membrane_protein_YqjA	27	0	24	0	1	1	1
OG0007829:___GDP-mannose_mannosyl_hydrolase	0	27	2	22	0.216470588235294	1	1
OG0010686:___hypothetical_protein	1	26	0	24	1	1	1
OG0011039:___hypothetical_protein	1	26	0	24	1	1	1
OG0008400:___hypothetical_protein	2	25	0	24	0.491764705882353	1	1
OG0003114:___hypothetical_protein	13	14	14	10	0.577175549961871	1	1
OG0011852:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0007627:___hypothetical_protein	1	26	1	23	1	1	1
OG0003500:___Ribokinase	25	2	24	0	0.491764705882353	1	1
OG0001565:___Transcriptional_regulator_SlyA	27	0	24	0	1	1	1
OG0006327:___Thymidylate_synthase_2	5	22	0	24	0.0524609843937575	1	1
OG0002460:___FKBP-type_peptidyl-prolyl_cis-trans_isomerase_SlyD	27	0	24	0	1	1	1
OG0010047:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0011354:___hypothetical_protein	1	26	0	24	1	1	1
OG0008409:___Lipoprotein-releasing_system_transmembrane_protein_LolE	2	25	0	24	0.491764705882353	1	1
OG0002009:___hypothetical_protein	27	0	24	0	1	1	1
OG0000102:___Glucans_biosynthesis_protein_D_precursor	27	0	24	0	1	1	1
OG0008564:___PTS-dependent_dihydroxyacetone_kinase,_dihydroxyacetone-binding_subunit_DhaK	0	27	1	23	0.470588235294118	1	1
OG0011789:___VWA_domain_containing_CoxE-like_protein	0	27	1	23	0.470588235294118	1	1
OG0007716:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0000243:___putative_adenylyltransferase/sulfurtransferase_MoeZ	27	0	24	0	1	1	1
OG0009488:___Epoxyqueuosine_reductase	0	27	1	23	0.470588235294118	1	1
OG0001415:___hypothetical_protein	27	0	24	0	1	1	1
OG0004255:___hypothetical_protein	8	19	14	10	0.0508168097499005	1	1
OG0004930:___hypothetical_protein	10	17	4	20	0.126921221415758	1	1
OG0007758:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0002713:___potassium_transport_protein_Kup	27	0	24	0	1	1	1
OG0010599:___hypothetical_protein	1	26	0	24	1	1	1
OG0009375:___Glycogen_debranching_enzyme	0	27	1	23	0.470588235294118	1	1
OG0006589:___hypothetical_protein	3	24	1	23	0.61234093637455	1	1
OG0007559:___hypothetical_protein	1	26	1	23	1	1	1
OG0001201:___Flavin_mononucleotide_phosphatase_YbjI	27	0	24	0	1	1	1
OG0004614:___Antitoxin_DinJ	7	20	10	14	0.253644997074527	1	1
OG0003837:___Bifunctional_protein_GlmU	21	6	11	13	0.0234420960552675	1	1
OG0007597:___hypothetical_protein	0	27	2	22	0.216470588235294	1	1
OG0009046:___Aspartate_ammonia-lyase	0	27	1	23	0.470588235294118	1	1
OG0005479:___Amino-acid_permease_RocC	5	22	3	21	0.707133917396746	1	1
OG0005159:___Acetoin_dehydrogenase_operon_transcriptional_activator_AcoR	10	17	2	22	0.0215252657102474	1	1
OG0010372:___hypothetical_protein	1	26	0	24	1	1	1
OG0007924:___flagella_biosynthesis_regulator	1	26	1	23	1	1	1
OG0006789:___hypothetical_protein	0	27	3	21	0.0971908763505402	1	1
OG0002307:___PFL-like_enzyme_TdcE	26	1	24	0	1	1	1
OG0008605:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
OG0001951:___Phosphoenolpyruvate-protein_phosphotransferase	27	0	24	0	1	1	1
OG0008975:___hypothetical_protein	0	27	1	23	0.470588235294118	1	1
