Operon	Gene	Location	Strand	Length	Gene	Synonym	Code	COG	Product	
303 	prok_00757 	822773..823693 	+ 	921 	gsiC 	prok_00757 	- 	- 	Glutathione transport system permease protein GsiC
303 	prok_00758 	823696..824607 	+ 	912 	gsiD 	prok_00758 	- 	- 	Glutathione transport system permease protein GsiD
303 	prok_00759 	824784..827141 	+ 	2358 	yliE 	prok_00759 	- 	- 	Putative cyclic di-GMP phosphodiesterase YliE
303 	prok_00760 	827149..828477 	+ 	1329 	ydeH_1 	prok_00760 	- 	- 	Diguanylate cyclase YdeH
304 	prok_00761 	828524..829849 	- 	1326 	rimO 	prok_00761 	- 	- 	Ribosomal protein S12 methylthiotransferase RimO
305 	prok_00762 	830062..830445 	+ 	384 	- 	prok_00762 	- 	- 	biofilm formation regulatory protein BssR
305 	prok_00763 	830556..831671 	+ 	1116 	yliI 	prok_00763 	- 	- 	Soluble aldose sugar dehydrogenase YliI precursor
306 	prok_00764 	831668..832294 	- 	627 	gstB_1 	prok_00764 	- 	- 	Glutathione S-transferase GstB
307 	prok_00765 	832541..833743 	+ 	1203 	dacC 	prok_00765 	- 	- 	D-alanyl-D-alanine carboxypeptidase DacC precursor
308 	prok_00766 	833790..834548 	- 	759 	deoR 	prok_00766 	- 	- 	Deoxyribose operon repressor
308 	prok_00767 	834606..835202 	- 	597 	ybjG 	prok_00767 	- 	- 	Putative undecaprenyl-diphosphatase YbjG
309 	prok_00768 	835487..836719 	+ 	1233 	mdfA 	prok_00768 	- 	- 	Chloramphenicol resistance pump Cmr
310 	prok_00769 	836760..837038 	- 	279 	- 	prok_00769 	- 	- 	hypothetical protein
310 	prok_00770 	837130..837945 	- 	816 	ybjI 	prok_00770 	- 	- 	Flavin mononucleotide phosphatase YbjI
310 	prok_00771 	837945..839072 	- 	1128 	ybjJ 	prok_00771 	- 	- 	Inner membrane protein YbjJ
311 	prok_00772 	839237..839773 	+ 	537 	- 	prok_00772 	- 	- 	transcriptional regulator BetI
312 	prok_00773 	839949..841634 	- 	1686 	aspT_1 	prok_00773 	- 	- 	Aspartate/alanine antiporter
313 	prok_00774 	841904..842281 	+ 	378 	ybjM 	prok_00774 	- 	- 	Inner membrane protein YbjM
314 	prok_00775 	842311..842568 	- 	258 	grxA 	prok_00775 	- 	- 	Glutaredoxin-1
315 	prok_00776 	842728..843015 	+ 	288 	- 	prok_00776 	- 	- 	hypothetical protein
315 	prok_00777 	842999..843721 	+ 	723 	nfsA 	prok_00777 	- 	- 	Oxygen-insensitive NADPH nitroreductase
315 	prok_00778 	843782..844684 	+ 	903 	lysX 	prok_00778 	- 	- 	Alpha-aminoadipate--LysW ligase LysX
315 	prok_00779 	844772..845248 	+ 	477 	- 	prok_00779 	- 	- 	Putative bacterial sensory transduction regulator
316 	prok_00780 	845598..846710 	+ 	1113 	potF_1 	prok_00780 	- 	- 	Putrescine-binding periplasmic protein precursor
316 	prok_00781 	846805..847938 	+ 	1134 	potA_1 	prok_00781 	- 	- 	Spermidine/putrescine import ATP-binding protein PotA
316 	prok_00782 	847948..848892 	+ 	945 	potH 	prok_00782 	- 	- 	Putrescine transport system permease protein PotH
316 	prok_00783 	848889..849734 	+ 	846 	ydcV_1 	prok_00783 	- 	- 	Inner membrane ABC transporter permease protein YdcV
316 	prok_00784 	849794..850282 	+ 	489 	ybjO 	prok_00784 	- 	- 	Inner membrane protein YbjO
316 	prok_00785 	850323..851450 	+ 	1128 	rlmC 	prok_00785 	- 	- 	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
317 	prok_00786 	851479..852210 	- 	732 	artJ 	prok_00786 	- 	- 	ABC transporter arginine-binding protein 1 precursor
318 	prok_00787 	852436..853104 	- 	669 	artM_1 	prok_00787 	- 	- 	Arginine ABC transporter permease protein ArtM
318 	prok_00788 	853104..853820 	- 	717 	artQ 	prok_00788 	- 	- 	Arginine ABC transporter permease protein ArtQ
318 	prok_00789 	853827..854558 	- 	732 	artI 	prok_00789 	- 	- 	Putative ABC transporter arginine-binding protein 2 precursor
318 	prok_00790 	854576..855304 	- 	729 	artP 	prok_00790 	- 	- 	Arginine transport ATP-binding protein ArtP
319 	prok_00791 	855522..856037 	- 	516 	ybjP 	prok_00791 	- 	- 	putative lipoprotein YbjP precursor
320 	prok_00792 	856163..856486 	+ 	324 	- 	prok_00792 	- 	- 	hypothetical protein
320 	prok_00793 	856483..857313 	+ 	831 	amiD 	prok_00793 	- 	- 	N-acetylmuramoyl-L-alanine amidase AmiD precursor
321 	prok_00794 	857310..858359 	- 	1050 	- 	prok_00794 	- 	- 	Cholesterol dehydrogenase
321 	prok_00795 	858422..859852 	- 	1431 	- 	prok_00795 	- 	- 	short chain dehydrogenase
321 	prok_00796 	859863..860864 	- 	1002 	ltaE 	prok_00796 	- 	- 	Low specificity L-threonine aldolase
321 	prok_00797 	860901..862619 	- 	1719 	poxB 	prok_00797 	- 	- 	Pyruvate dehydrogenase [ubiquinone]
321 	prok_00798 	862752..863720 	- 	969 	hcr 	prok_00798 	- 	- 	NADH oxidoreductase hcr
321 	prok_00799 	863732..865384 	- 	1653 	hcp 	prok_00799 	- 	- 	Hydroxylamine reductase
321 	prok_00800 	865528..866427 	- 	900 	- 	prok_00800 	- 	- 	hypothetical protein
322 	prok_00801 	866922..867617 	- 	696 	aqpZ 	prok_00801 	- 	- 	Bacterial nodulin-like intrinsic protein
323 	prok_00802 	868043..869701 	+ 	1659 	- 	prok_00802 	- 	- 	putative ATPase
324 	prok_00803 	869698..870690 	- 	993 	- 	prok_00803 	- 	- 	hypothetical protein
325 	prok_00804 	870823..871920 	+ 	1098 	macA_2 	prok_00804 	- 	- 	Macrolide-specific efflux protein MacA precursor
325 	prok_00805 	871917..873863 	+ 	1947 	macB 	prok_00805 	- 	- 	Macrolide export ATP-binding/permease protein MacB
326 	prok_00806 	873936..874160 	- 	225 	cspD 	prok_00806 	- 	- 	Cold shock-like protein CspD
327 	prok_00807 	874483..874803 	+ 	321 	clpS 	prok_00807 	- 	- 	ATP-dependent Clp protease adapter protein ClpS
327 	prok_00808 	874834..877110 	+ 	2277 	clpA 	prok_00808 	- 	- 	ATP-dependent Clp protease ATP-binding subunit ClpA
328 	prok_00809 	878063..879046 	+ 	984 	cas1 	prok_00809 	- 	- 	CRISPR-associated endonuclease Cas1
328 	prok_00810 	879043..882276 	+ 	3234 	cas3 	prok_00810 	- 	- 	CRISPR-associated nuclease/helicase Cas3 subtype I-F/YPEST
329 	prok_00811 	882606..883913 	+ 	1308 	csy1 	prok_00811 	- 	- 	CRISPR-associated protein Csy1
329 	prok_00812 	883910..884833 	+ 	924 	csy2 	prok_00812 	- 	- 	CRISPR-associated protein Csy2
329 	prok_00813 	884844..885845 	+ 	1002 	csy3 	prok_00813 	- 	- 	CRISPR-associated protein Csy3
329 	prok_00814 	885856..886410 	+ 	555 	cas6f 	prok_00814 	- 	- 	CRISPR-associated endonuclease Cas6/Csy4
330 	prok_00816 	887517..887951 	+ 	435 	- 	prok_00816 	- 	- 	hypothetical protein
331 	prok_00817 	888412..888630 	- 	219 	infA 	prok_00817 	- 	- 	Translation initiation factor IF-1
332 	prok_00818 	888915..889619 	- 	705 	aat 	prok_00818 	- 	- 	Leucyl/phenylalanyl-tRNA--protein transferase
332 	prok_00819 	889661..891382 	- 	1722 	msbA_1 	prok_00819 	- 	- 	Lipid A export ATP-binding/permease protein MsbA
332 	prok_00820 	891383..893149 	- 	1767 	cydD 	prok_00820 	- 	- 	ATP-binding/permease protein CydD
332 	prok_00821 	893272..894342 	- 	1071 	trxB 	prok_00821 	- 	- 	Thioredoxin reductase
333 	prok_00822 	894781..895275 	+ 	495 	lrp_2 	prok_00822 	- 	- 	Leucine-responsive regulatory protein
333 	prok_00823 	895410..899462 	+ 	4053 	ftsK 	prok_00823 	- 	- 	DNA translocase FtsK
333 	prok_00824 	899621..900232 	+ 	612 	lolA 	prok_00824 	- 	- 	hypothetical protein
333 	prok_00825 	900243..901586 	+ 	1344 	rarA 	prok_00825 	- 	- 	Replication-associated recombination protein A
333 	prok_00826 	901677..902969 	+ 	1293 	serS 	prok_00826 	- 	- 	Serine--tRNA ligase
334 	prok_00827 	903208..905652 	+ 	2445 	dmsA 	prok_00827 	- 	- 	Dimethyl sulfoxide reductase DmsA precursor
334 	prok_00828 	905663..906280 	+ 	618 	dmsB_1 	prok_00828 	- 	- 	DMSO reductase iron-sulfur subunit
334 	prok_00829 	906282..907145 	+ 	864 	dmsC_1 	prok_00829 	- 	- 	DMSO reductase anchor subunit
335 	prok_00830 	907181..907789 	- 	609 	- 	prok_00830 	- 	- 	nicotinamidase/pyrazinamidase
336 	prok_00831 	908127..909251 	+ 	1125 	ycaD 	prok_00831 	- 	- 	putative MFS-type transporter YcaD
337 	prok_00832 	909348..910088 	- 	741 	pflA_1 	prok_00832 	- 	- 	Pyruvate formate-lyase 1-activating enzyme
338 	prok_00833 	910280..912562 	- 	2283 	pflB 	prok_00833 	- 	- 	Formate acetyltransferase 1
338 	prok_00834 	912617..913813 	- 	1197 	focA 	prok_00834 	- 	- 	Formate channel 1
338 	prok_00835 	913880..915640 	- 	1761 	ycaO 	prok_00835 	- 	- 	Ribosomal protein S12 methylthiotransferase accessory factor YcaO
339 	prok_00836 	915770..916462 	+ 	693 	- 	prok_00836 	- 	- 	hypothetical protein
340 	prok_00837 	916661..917749 	+ 	1089 	serC 	prok_00837 	- 	- 	Phosphoserine aminotransferase
340 	prok_00838 	917820..919103 	+ 	1284 	aroA 	prok_00838 	- 	- 	3-phosphoshikimate 1-carboxyvinyltransferase
340 	prok_00839 	919273..920037 	+ 	765 	loiP_1 	prok_00839 	- 	- 	Metalloprotease LoiP precursor
340 	prok_00840 	920210..920893 	+ 	684 	cmk 	prok_00840 	- 	- 	Cytidylate kinase
340 	prok_00841 	921004..922677 	+ 	1674 	rpsA 	prok_00841 	- 	- 	30S ribosomal protein S1
340 	prok_00842 	922837..923121 	+ 	285 	ihfB 	prok_00842 	- 	- 	Integration host factor subunit beta
341 	prok_00843 	923327..925591 	+ 	2265 	- 	prok_00843 	- 	- 	ComEC family competence protein
341 	prok_00844 	925628..927376 	+ 	1749 	msbA_2 	prok_00844 	- 	- 	Lipid A export ATP-binding/permease protein MsbA
341 	prok_00845 	927373..928359 	+ 	987 	lpxK 	prok_00845 	- 	- 	Tetraacyldisaccharide 4'-kinase
341 	prok_00846 	928396..929628 	+ 	1233 	- 	prok_00846 	- 	- 	hypothetical protein
341 	prok_00847 	929680..929862 	+ 	183 	- 	prok_00847 	- 	- 	Trm112p-like protein
341 	prok_00848 	929859..930605 	+ 	747 	kdsB 	prok_00848 	- 	- 	3-deoxy-manno-octulosonate cytidylyltransferase
341 	prok_00849 	930759..931652 	+ 	894 	- 	prok_00849 	- 	- 	hypothetical protein
342 	prok_00850 	931629..932408 	- 	780 	- 	prok_00850 	- 	- 	hypothetical protein
343 	prok_00851 	932544..933329 	+ 	786 	- 	prok_00851 	- 	- 	putative S-adenosyl-L-methionine-dependent methyltransferase
343 	prok_00852 	933326..934648 	+ 	1323 	mukF 	prok_00852 	- 	- 	Chromosome partition protein MukF
343 	prok_00853 	934629..935333 	+ 	705 	mukE 	prok_00853 	- 	- 	Chromosome partition protein MukE
343 	prok_00854 	935333..939793 	+ 	4461 	mukB 	prok_00854 	- 	- 	Structural maintenance of chromosome-related protein
344 	prok_00855 	940054..941901 	+ 	1848 	- 	prok_00855 	- 	- 	murein L,D-transpeptidase
345 	prok_00856 	942082..942630 	+ 	549 	- 	prok_00856 	- 	- 	Peptidase M15
345 	prok_00857 	942657..943304 	+ 	648 	pksB 	prok_00857 	- 	- 	putative polyketide biosynthesis zinc-dependent hydrolase PksB
346 	prok_00858 	943354..944544 	- 	1191 	aspC 	prok_00858 	- 	- 	Aspartate aminotransferase
347 	prok_00859 	944729..945817 	- 	1089 	ompF 	prok_00859 	- 	- 	Porin OmpF
348 	prok_00860 	946399..947799 	- 	1401 	asnS 	prok_00860 	- 	- 	Asparagine--tRNA ligase
348 	prok_00861 	947968..949170 	- 	1203 	pncB 	prok_00861 	- 	- 	Nicotinate phosphoribosyltransferase
349 	prok_00862 	949436..952048 	+ 	2613 	pepN 	prok_00862 	- 	- 	Aminopeptidase N
350 	prok_00863 	952243..953010 	- 	768 	ssuB 	prok_00863 	- 	- 	Aliphatic sulfonates import ATP-binding protein SsuB
350 	prok_00864 	953007..953801 	- 	795 	ssuC_2 	prok_00864 	- 	- 	Putative aliphatic sulfonates transport permease protein SsuC
350 	prok_00865 	953810..954955 	- 	1146 	ssuD 	prok_00865 	- 	- 	Alkanesulfonate monooxygenase
350 	prok_00866 	954952..955911 	- 	960 	ssuA 	prok_00866 	- 	- 	Putative aliphatic sulfonates-binding protein precursor
350 	prok_00867 	955904..956479 	- 	576 	ssuE 	prok_00867 	- 	- 	FMN reductase (NADPH)
351 	prok_00868 	956716..957726 	+ 	1011 	pyrD 	prok_00868 	- 	- 	Dihydroorotate dehydrogenase (quinone)
351 	prok_00869 	957900..958442 	+ 	543 	zapC 	prok_00869 	- 	- 	Z-ring-associated protein C
352 	prok_00870 	958439..959548 	- 	1110 	xylA_1 	prok_00870 	- 	- 	Xylene monooxygenase electron transfer component
353 	prok_00871 	959646..961754 	+ 	2109 	rlmL 	prok_00871 	- 	- 	Ribosomal RNA large subunit methyltransferase K/L
353 	prok_00872 	961766..963673 	+ 	1908 	uup 	prok_00872 	- 	- 	ABC transporter ATP-binding protein uup
353 	prok_00873 	963803..965056 	+ 	1254 	pqiA 	prok_00873 	- 	- 	Paraquat-inducible protein A
353 	prok_00874 	965061..966701 	+ 	1641 	pqiB_1 	prok_00874 	- 	- 	Paraquat-inducible protein B
353 	prok_00875 	966698..967261 	+ 	564 	- 	prok_00875 	- 	- 	ABC-type uncharacterized transport system, auxiliary component
354 	prok_00876 	967517..967684 	+ 	168 	- 	prok_00876 	- 	- 	ribosome modulation factor
355 	prok_00877 	967754..968380 	- 	627 	fabA 	prok_00877 	- 	- 	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase
355 	prok_00878 	968341..970101 	- 	1761 	lon_2 	prok_00878 	- 	- 	Lon protease
356 	prok_00879 	970287..970739 	+ 	453 	matP 	prok_00879 	- 	- 	Macrodomain Ter protein
357 	prok_00880 	970817..971857 	- 	1041 	ompA 	prok_00880 	- 	- 	Outer membrane protein II*
358 	prok_00881 	972213..972722 	- 	510 	sulA 	prok_00881 	- 	- 	Cell division inhibitor SulA
359 	prok_00882 	972941..973570 	+ 	630 	- 	prok_00882 	- 	- 	Regulator of competence-specific genes
360 	prok_00883 	973533..975686 	- 	2154 	yccS_1 	prok_00883 	- 	- 	Inner membrane protein YccS
360 	prok_00884 	975705..976151 	- 	447 	yccF 	prok_00884 	- 	- 	Inner membrane protein YccF
361 	prok_00885 	976274..978328 	+ 	2055 	helD 	prok_00885 	- 	- 	Helicase IV
362 	prok_00886 	978360..978818 	- 	459 	mgsA 	prok_00886 	- 	- 	Methylglyoxal synthase
362 	prok_00887 	978914..979576 	- 	663 	- 	prok_00887 	- 	- 	hypothetical protein
363 	prok_00888 	979749..980162 	+ 	414 	- 	prok_00888 	- 	- 	acetyl coenzyme A synthetase (ADP forming), alpha domain
364 	prok_00889 	980207..980524 	- 	318 	hspQ 	prok_00889 	- 	- 	Heat shock protein HspQ
364 	prok_00890 	980582..981757 	- 	1176 	rlmI 	prok_00890 	- 	- 	Ribosomal RNA large subunit methyltransferase I
365 	prok_00891 	981867..982145 	+ 	279 	yccX 	prok_00891 	- 	- 	Acylphosphatase
366 	prok_00892 	982142..982471 	- 	330 	tusE 	prok_00892 	- 	- 	Sulfurtransferase TusE
366 	prok_00893 	982563..983222 	- 	660 	yccA 	prok_00893 	- 	- 	Modulator of FtsH protease YccA
367 	prok_00895 	983942..985060 	+ 	1119 	hyaA 	prok_00895 	- 	- 	Hydrogenase-1 small chain precursor
367 	prok_00896 	985057..986850 	+ 	1794 	hyaB 	prok_00896 	- 	- 	Hydrogenase-1 large chain
367 	prok_00897 	986869..987576 	+ 	708 	hyaC 	prok_00897 	- 	- 	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
367 	prok_00898 	987573..988160 	+ 	588 	hybD_1 	prok_00898 	- 	- 	Hydrogenase 2 maturation protease
367 	prok_00899 	988157..988555 	+ 	399 	hyaE 	prok_00899 	- 	- 	Hydrogenase-1 operon protein HyaE
367 	prok_00900 	988552..989409 	+ 	858 	- 	prok_00900 	- 	- 	hypothetical protein
367 	prok_00901 	989543..991087 	+ 	1545 	appC 	prok_00901 	- 	- 	Cytochrome bd-II oxidase subunit 1
367 	prok_00902 	991099..992235 	+ 	1137 	appB 	prok_00902 	- 	- 	Cytochrome bd-II oxidase subunit 2
367 	prok_00903 	992248..992340 	+ 	93 	- 	prok_00903 	- 	- 	Membrane bound YbgT-like protein
367 	prok_00904 	992420..993730 	+ 	1311 	appA_1 	prok_00904 	- 	- 	Periplasmic AppA protein precursor
368 	prok_00905 	994216..994428 	+ 	213 	cspG 	prok_00905 	- 	- 	Cold shock-like protein CspG
369 	prok_00906 	994822..994995 	+ 	174 	- 	prok_00906 	- 	- 	GnsA/GnsB family protein
370 	prok_00907 	995044..996117 	- 	1074 	yccM_1 	prok_00907 	- 	- 	Putative electron transport protein YccM
370 	prok_00908 	996200..998887 	- 	2688 	torS 	prok_00908 	- 	- 	Sensor protein TorS
370 	prok_00909 	999027..1000100 	- 	1074 	- 	prok_00909 	- 	- 	site-specific tyrosine recombinase XerC
371 	prok_00910 	1000402..1000746 	- 	345 	- 	prok_00910 	- 	- 	hypothetical protein
371 	prok_00911 	1000774..1000941 	- 	168 	- 	prok_00911 	- 	- 	hypothetical protein
371 	prok_00912 	1001096..1001374 	- 	279 	- 	prok_00912 	- 	- 	hypothetical protein
371 	prok_00913 	1001374..1002177 	- 	804 	- 	prok_00913 	- 	- 	hypothetical protein
371 	prok_00914 	1002179..1002730 	- 	552 	- 	prok_00914 	- 	- 	hypothetical protein
371 	prok_00915 	1002727..1003242 	- 	516 	- 	prok_00915 	- 	- 	hypothetical protein
372 	prok_00916 	1003746..1004228 	- 	483 	- 	prok_00916 	- 	- 	Siphovirus Gp157
372 	prok_00917 	1004212..1005123 	- 	912 	recT 	prok_00917 	- 	- 	hypothetical protein
372 	prok_00918 	1005120..1005428 	- 	309 	- 	prok_00918 	- 	- 	hypothetical protein
372 	prok_00919 	1005409..1005516 	- 	108 	- 	prok_00919 	- 	- 	hypothetical protein
372 	prok_00920 	1005513..1005683 	- 	171 	- 	prok_00920 	- 	- 	hypothetical protein
373 	prok_00921 	1005923..1006372 	- 	450 	- 	prok_00921 	- 	- 	hypothetical protein
373 	prok_00922 	1006431..1006682 	- 	252 	- 	prok_00922 	- 	- 	hypothetical protein
373 	prok_00923 	1006691..1006990 	- 	300 	- 	prok_00923 	- 	- 	hypothetical protein
374 	prok_00924 	1007393..1007752 	- 	360 	- 	prok_00924 	- 	- 	putative HTH-type transcriptional regulator
375 	prok_00925 	1008124..1008309 	+ 	186 	- 	prok_00925 	- 	- 	DNA-binding transcriptional regulator DicC
375 	prok_00926 	1008418..1008711 	+ 	294 	- 	prok_00926 	- 	- 	Bacteriophage CII protein
375 	prok_00927 	1008734..1009006 	+ 	273 	- 	prok_00927 	- 	- 	hypothetical protein
375 	prok_00928 	1009069..1009956 	+ 	888 	- 	prok_00928 	- 	- 	Bacteriophage replication protein O
375 	prok_00929 	1009953..1011329 	+ 	1377 	dnaB_1 	prok_00929 	- 	- 	Replicative DNA helicase
376 	prok_00930 	1011623..1011931 	+ 	309 	- 	prok_00930 	- 	- 	hypothetical protein
376 	prok_00931 	1011934..1012119 	+ 	186 	- 	prok_00931 	- 	- 	hypothetical protein
376 	prok_00932 	1012131..1012541 	+ 	411 	- 	prok_00932 	- 	- 	NinB protein
376 	prok_00933 	1012717..1013118 	+ 	402 	- 	prok_00933 	- 	- 	hypothetical protein
376 	prok_00934 	1013078..1013287 	+ 	210 	- 	prok_00934 	- 	- 	NinF protein
376 	prok_00935 	1013280..1014002 	+ 	723 	- 	prok_00935 	- 	- 	putative phage-encoded protein
376 	prok_00936 	1014002..1014292 	+ 	291 	- 	prok_00936 	- 	- 	hypothetical protein
376 	prok_00937 	1014289..1014651 	+ 	363 	rusA_1 	prok_00937 	- 	- 	Crossover junction endodeoxyribonuclease RusA
376 	prok_00938 	1014648..1014836 	+ 	189 	- 	prok_00938 	- 	- 	Phage NinH protein
376 	prok_00939 	1014833..1015456 	+ 	624 	- 	prok_00939 	- 	- 	Antitermination protein
377 	prok_00940 	1015890..1016213 	+ 	324 	- 	prok_00940 	- 	- 	phage holin, lambda family
377 	prok_00941 	1016197..1016673 	+ 	477 	- 	prok_00941 	- 	- 	Phage lysozyme
377 	prok_00942 	1016670..1017107 	+ 	438 	- 	prok_00942 	- 	- 	Bacteriophage lysis protein
377 	prok_00943 	1017095..1017247 	+ 	153 	- 	prok_00943 	- 	- 	hypothetical protein
378 	prok_00944 	1017450..1017968 	+ 	519 	- 	prok_00944 	- 	- 	phage regulatory protein, Rha family
379 	prok_00945 	1018255..1018425 	+ 	171 	- 	prok_00945 	- 	- 	hypothetical protein
379 	prok_00946 	1018565..1018807 	+ 	243 	- 	prok_00946 	- 	- 	hypothetical protein
379 	prok_00947 	1018809..1018988 	+ 	180 	- 	prok_00947 	- 	- 	hypothetical protein
379 	prok_00948 	1019012..1019434 	+ 	423 	- 	prok_00948 	- 	- 	hypothetical protein
379 	prok_00949 	1019431..1020843 	+ 	1413 	- 	prok_00949 	- 	- 	phage terminase, large subunit, PBSX family
379 	prok_00950 	1020882..1022972 	+ 	2091 	- 	prok_00950 	- 	- 	hypothetical protein
379 	prok_00951 	1022986..1023870 	+ 	885 	- 	prok_00951 	- 	- 	Bacteriophage, scaffolding protein
379 	prok_00952 	1023882..1025153 	+ 	1272 	- 	prok_00952 	- 	- 	P22 coat protein - gene protein 5
379 	prok_00953 	1025196..1025381 	+ 	186 	- 	prok_00953 	- 	- 	hypothetical protein
379 	prok_00954 	1025356..1025838 	+ 	483 	- 	prok_00954 	- 	- 	P22 tail accessory factor
379 	prok_00955 	1025847..1027265 	+ 	1419 	- 	prok_00955 	- 	- 	Phage stabilisation protein
379 	prok_00956 	1027265..1028218 	+ 	954 	- 	prok_00956 	- 	- 	chromosome segregation protein SMC
379 	prok_00957 	1028218..1028673 	+ 	456 	- 	prok_00957 	- 	- 	head assembly protein
379 	prok_00958 	1028676..1029368 	+ 	693 	- 	prok_00958 	- 	- 	hypothetical protein
379 	prok_00959 	1029378..1030766 	+ 	1389 	- 	prok_00959 	- 	- 	hypothetical protein
379 	prok_00960 	1030766..1032763 	+ 	1998 	- 	prok_00960 	- 	- 	hypothetical protein
380 	prok_00961 	1032854..1033339 	- 	486 	- 	prok_00961 	- 	- 	hypothetical protein
381 	prok_00962 	1033474..1033893 	+ 	420 	- 	prok_00962 	- 	- 	hypothetical protein
382 	prok_00963 	1033910..1034161 	- 	252 	- 	prok_00963 	- 	- 	Mnt
383 	prok_00964 	1034308..1036707 	+ 	2400 	- 	prok_00964 	- 	- 	Head binding protein
384 	prok_00965 	1036948..1037235 	+ 	288 	- 	prok_00965 	- 	- 	hypothetical protein
385 	prok_00966 	1037697..1038725 	+ 	1029 	torT 	prok_00966 	- 	- 	Periplasmic protein TorT precursor
386 	prok_00967 	1038698..1039390 	- 	693 	torR 	prok_00967 	- 	- 	TorCAD operon transcriptional regulatory protein TorR
387 	prok_00968 	1039520..1040692 	+ 	1173 	torC 	prok_00968 	- 	- 	Cytochrome c-type protein TorC
387 	prok_00969 	1040692..1043238 	+ 	2547 	torA 	prok_00969 	- 	- 	Trimethylamine-N-oxide reductase 1 precursor
387 	prok_00970 	1043235..1043834 	+ 	600 	torD 	prok_00970 	- 	- 	Chaperone protein TorD
388 	prok_00971 	1044190..1044495 	- 	306 	cbpM 	prok_00971 	- 	- 	Chaperone modulatory protein CbpM
388 	prok_00972 	1044495..1045415 	- 	921 	cbpA 	prok_00972 	- 	- 	Curved DNA-binding protein
389 	prok_00973 	1045950..1047191 	+ 	1242 	agp 	prok_00973 	- 	- 	Glucose-1-phosphatase precursor
